Filename,GPS Event,GPS Time,Weeks:Seconds,Longitude,Latitude,Altitude,Pitch,Roll,Yaw,Yaw Type,ISO,Aperture,Shutter Speed 1/#
23-00-46.854_RGB_25004_28422.IIQ,655,23:00:46.854181,2073:82846.854181,-126.867011,51.623494,2822.630 m,1.04000,0.89000,86.25000,T,400,5.6,1000
23-00-51.855_RGB_25005_28423.IIQ,656,23:00:51.855003,2073:82851.855003,-126.863616,51.623331,2827.269 m,0.34000,-0.48000,86.17000,T,400,5.6,1000
23-00-56.854_RGB_25006_28424.IIQ,657,23:00:56.854825,2073:82856.854825,-126.860179,51.623179,2832.280 m,0.14000,0.02000,85.80000,T,400,5.6,1000
23-01-01.854_RGB_25007_28425.IIQ,658,23:01:01.854646,2073:82861.854646,-126.856696,51.623039,2837.030 m,-0.45000,0.06000,85.46000,T,400,5.6,1000
23-01-06.854_RGB_25008_28426.IIQ,659,23:01:06.854818,2073:82866.854818,-126.853154,51.622907,2839.149 m,-0.95000,0.14000,85.48000,T,400,5.6,1000
23-01-11.854_RGB_25009_28427.IIQ,660,23:01:11.85429,2073:82871.85429,-126.849538,51.622793,2838.769 m,-0.93000,-0.82000,84.64000,T,400,5.6,1000
23-01-16.854_RGB_25010_28428.IIQ,661,23:01:16.854382,2073:82876.854382,-126.845859,51.622707,2836.679 m,-0.83000,0.02000,84.40000,T,400,5.6,1000
23-01-21.854_RGB_25011_28429.IIQ,662,23:01:21.854934,2073:82881.854934,-126.842121,51.622621,2834.519 m,-0.76000,0.65000,84.65000,T,400,5.6,1000
23-01-26.853_RGB_25012_28430.IIQ,663,23:01:26.853952,2073:82886.853952,-126.838342,51.62252,2830.090 m,-0.77000,0.19000,85.31000,T,400,5.6,1000
23-01-31.854_RGB_25013_28431.IIQ,664,23:01:31.854581,2073:82891.854581,-126.834528,51.622414,2824.269 m,-0.93000,-0.56000,85.46000,T,400,5.6,1000
23-01-36.854_RGB_25014_28432.IIQ,665,23:01:36.854525,2073:82896.854526,-126.830707,51.622342,2820.710 m,-0.82000,-0.60000,84.55000,T,400,5.6,1000
23-01-41.854_RGB_25015_28433.IIQ,666,23:01:41.854221,2073:82901.854221,-126.826889,51.622296,2817.960 m,-0.51000,-0.80000,84.45000,T,400,5.6,1000
23-01-46.855_RGB_25016_28434.IIQ,667,23:01:46.855102,2073:82906.855102,-126.823086,51.62228,2818.389 m,-0.04000,-0.79000,83.81000,T,400,5.6,1000
23-01-51.854_RGB_25017_28435.IIQ,668,23:01:51.854865,2073:82911.854866,-126.819309,51.622291,2821.989 m,-0.21000,1.43000,84.44000,T,400,5.6,1000
23-01-56.853_RGB_25018_28436.IIQ,669,23:01:56.8537,2073:82916.8537,-126.815544,51.622273,2825.259 m,-0.16000,0.62000,85.66000,T,400,5.6,1000
23-02-01.855_RGB_25019_28437.IIQ,670,23:02:01.855511,2073:82921.855511,-126.811774,51.622226,2827.070 m,-0.30000,0.63000,85.85000,T,400,5.6,1000
23-02-06.855_RGB_25020_28438.IIQ,671,23:02:06.855217,2073:82926.855217,-126.807996,51.622147,2828.809 m,-0.41000,2.50000,87.04000,T,400,5.6,1000
23-02-11.854_RGB_25021_28439.IIQ,672,23:02:11.854151,2073:82931.854152,-126.804201,51.621991,2829.780 m,-0.43000,0.73000,88.53000,T,400,5.6,1000
23-02-16.854_RGB_25022_28440.IIQ,673,23:02:16.854974,2073:82936.854975,-126.800396,51.621805,2828.329 m,-0.43000,-0.21000,88.57000,T,400,5.6,1000
23-02-21.854_RGB_25023_28441.IIQ,674,23:02:21.854795,2073:82941.854795,-126.796584,51.621636,2826.990 m,-0.35000,-0.19000,87.74000,T,400,5.6,1000
23-02-26.855_RGB_25024_28442.IIQ,675,23:02:26.855349,2073:82946.855349,-126.792771,51.621482,2826.539 m,-0.33000,-0.21000,87.79000,T,400,5.6,1000
23-02-31.855_RGB_25025_28443.IIQ,676,23:02:31.855439,2073:82951.855439,-126.788957,51.621343,2826.439 m,-0.46000,0.65000,86.68000,T,400,5.6,1000
23-02-36.854_RGB_25026_28444.IIQ,677,23:02:36.854258,2073:82956.854259,-126.785136,51.6212,2824.609 m,-0.34000,-0.94000,87.62000,T,400,5.6,1000
23-02-41.855_RGB_25027_28445.IIQ,678,23:02:41.855081,2073:82961.855081,-126.781319,51.621086,2823.079 m,-0.26000,-0.83000,85.99000,T,400,5.6,1000
23-02-46.854_RGB_25028_28446.IIQ,679,23:02:46.854474,2073:82966.854474,-126.777509,51.621019,2820.170 m,-0.14000,-0.59000,85.47000,T,400,5.6,1000
23-02-51.855_RGB_25029_28447.IIQ,680,23:02:51.855261,2073:82971.855261,-126.773703,51.620982,2816.820 m,-0.17000,-0.22000,85.49000,T,400,5.6,1000
23-02-56.854_RGB_25030_28448.IIQ,681,23:02:56.85455,2073:82976.85455,-126.7699,51.620968,2813.570 m,0.20000,0.53000,85.17000,T,400,5.6,1000
23-03-01.854_RGB_25031_28449.IIQ,682,23:03:01.854831,2073:82981.854831,-126.766102,51.62094,2811.230 m,0.20000,1.42000,86.39000,T,400,5.6,1000
23-03-06.855_RGB_25032_28450.IIQ,683,23:03:06.855192,2073:82986.855192,-126.762306,51.62087,2808.909 m,0.61000,0.78000,85.93000,T,400,5.6,1000
23-03-11.854_RGB_25033_28451.IIQ,684,23:03:11.854397,2073:82991.854398,-126.75854,51.620773,2808.299 m,0.81000,0.98000,86.72000,T,400,5.6,1000
23-03-16.854_RGB_25034_28452.IIQ,685,23:03:16.854833,2073:82996.854833,-126.754813,51.620656,2808.309 m,1.02000,0.04000,86.92000,T,400,5.6,1000
23-03-21.854_RGB_25035_28453.IIQ,686,23:03:21.854963,2073:83001.854964,-126.751121,51.620536,2810.629 m,1.04000,0.82000,87.18000,T,400,5.6,1000
23-03-26.854_RGB_25036_28454.IIQ,687,23:03:26.854475,2073:83006.854475,-126.747464,51.620414,2813.939 m,1.24000,-0.12000,87.39000,T,400,5.6,1000
23-03-59.713_RGB_25037_28455.IIQ,688,23:03:59.71334,2073:83039.71334,-126.723042,51.620213,2826.420 m,-0.52000,0.99000,85.99000,T,400,5.6,1000
23-04-04.714_RGB_25038_28456.IIQ,689,23:04:04.714124,2073:83044.714125,-126.719173,51.620175,2825.770 m,-0.53000,1.18000,86.91000,T,400,5.6,1000
23-04-09.713_RGB_25039_28457.IIQ,690,23:04:09.713956,2073:83049.713956,-126.71525,51.620127,2826.220 m,-0.86000,1.43000,86.94000,T,400,5.6,1000
23-04-14.714_RGB_25040_28458.IIQ,691,23:04:14.714768,2073:83054.714769,-126.71128,51.620055,2827.640 m,-0.90000,0.57000,86.98000,T,400,5.6,1000
23-04-19.714_RGB_25041_28459.IIQ,692,23:04:19.714454,2073:83059.714454,-126.70727,51.619971,2827.340 m,-1.00000,0.68000,87.63000,T,400,5.6,1000
23-04-24.713_RGB_25042_28460.IIQ,693,23:04:24.713409,2073:83064.713409,-126.703223,51.619875,2824.619 m,-0.75000,0.37000,87.72000,T,400,5.6,1000
23-04-29.713_RGB_25043_28461.IIQ,694,23:04:29.713233,2073:83069.713233,-126.699155,51.619768,2820.699 m,-0.49000,0.77000,87.59000,T,400,5.6,1000
23-04-34.714_RGB_25044_28462.IIQ,695,23:04:34.714055,2073:83074.714055,-126.695087,51.61963,2818.269 m,-0.39000,-0.25000,88.35000,T,400,5.6,1000
23-04-39.713_RGB_25045_28463.IIQ,696,23:04:39.713877,2073:83079.713877,-126.691023,51.61949,2814.130 m,-0.13000,-0.59000,89.42000,T,400,5.6,1000
23-04-44.713_RGB_25046_28464.IIQ,697,23:04:44.713698,2073:83084.713699,-126.686964,51.619396,2810.539 m,0.03000,-0.83000,88.20000,T,400,5.6,1000
23-04-49.713_RGB_25047_28465.IIQ,698,23:04:49.713516,2073:83089.713516,-126.68292,51.61934,2808.040 m,0.47000,-0.34000,87.48000,T,400,5.6,1000
23-04-54.714_RGB_25048_28466.IIQ,699,23:04:54.71434,2073:83094.71434,-126.678912,51.619303,2808.470 m,0.79000,-0.31000,86.84000,T,400,5.6,1000
23-04-59.714_RGB_25049_28467.IIQ,700,23:04:59.71416,2073:83099.71416,-126.674953,51.619278,2811.910 m,0.94000,-0.38000,86.94000,T,400,5.6,1000
23-05-04.714_RGB_25050_28468.IIQ,701,23:05:04.7145,2073:83104.7145,-126.671043,51.619264,2817.720 m,0.99000,-0.62000,87.17000,T,400,5.6,1000
23-05-09.714_RGB_25051_28469.IIQ,702,23:05:09.7148,2073:83109.7148,-126.667184,51.619272,2821.930 m,0.80000,-0.41000,86.42000,T,400,5.6,1000
23-05-14.713_RGB_25052_28470.IIQ,703,23:05:14.713621,2073:83114.713621,-126.663364,51.619303,2826.230 m,0.81000,-0.65000,85.93000,T,400,5.6,1000
23-05-19.714_RGB_25053_28471.IIQ,704,23:05:19.714437,2073:83119.714437,-126.659574,51.61935,2828.509 m,0.37000,-0.36000,85.52000,T,400,5.6,1000
23-05-24.714_RGB_25054_28472.IIQ,705,23:05:24.714265,2073:83124.714265,-126.655783,51.619405,2829.449 m,-0.07000,1.05000,85.94000,T,400,5.6,1000
23-05-29.714_RGB_25055_28473.IIQ,706,23:05:29.714084,2073:83129.714085,-126.651956,51.619453,2827.909 m,-0.08000,-0.08000,86.57000,T,400,5.6,1000
23-05-34.714_RGB_25056_28474.IIQ,707,23:05:34.714196,2073:83134.714197,-126.648076,51.619509,2823.590 m,-0.08000,0.05000,85.63000,T,400,5.6,1000
23-05-39.713_RGB_25057_28475.IIQ,708,23:05:39.713726,2073:83139.713726,-126.644143,51.619559,2820.250 m,-0.18000,1.93000,85.28000,T,400,5.6,1000
23-05-44.713_RGB_25058_28476.IIQ,709,23:05:44.713761,2073:83144.713761,-126.640174,51.619555,2821.739 m,-0.28000,1.09000,86.80000,T,400,5.6,1000
23-05-49.714_RGB_25059_28477.IIQ,710,23:05:49.71437,2073:83149.71437,-126.636192,51.619538,2828.310 m,-0.75000,-11.17000,85.18000,T,400,5.6,1000
23-05-54.714_RGB_25060_28478.IIQ,711,23:05:54.714326,2073:83154.714326,-126.632265,51.619966,2821.550 m,-2.19000,-25.82000,71.10000,T,400,5.6,1000
23-05-59.714_RGB_25061_28479.IIQ,712,23:05:59.714107,2073:83159.714107,-126.628702,51.62131,2798.060 m,-4.82000,-25.01000,53.30000,T,400,5.6,1000
23-06-04.713_RGB_25062_28480.IIQ,713,23:06:04.713896,2073:83164.713897,-126.625813,51.623476,2766.140 m,-4.94000,-5.18000,41.70000,T,400,5.6,1000
23-06-09.714_RGB_25063_28481.IIQ,714,23:06:09.714691,2073:83169.714692,-126.6232,51.62597,2741.530 m,-2.16000,-0.26000,39.26000,T,400,5.6,1000
23-06-14.714_RGB_25064_28482.IIQ,715,23:06:14.714491,2073:83174.714491,-126.620622,51.628541,2723.320 m,-1.56000,1.02000,37.36000,T,400,5.6,1000
23-06-19.714_RGB_25065_28483.IIQ,716,23:06:19.714298,2073:83179.714298,-126.618003,51.631105,2707.659 m,-2.23000,-0.41000,38.11000,T,400,5.6,1000
23-06-24.714_RGB_25066_28484.IIQ,717,23:06:24.714116,2073:83184.714116,-126.615348,51.633701,2687.199 m,-3.82000,-0.95000,37.09000,T,400,5.6,1000
23-06-29.714_RGB_25067_28485.IIQ,718,23:06:29.71481,2073:83189.71481,-126.612671,51.636362,2663.590 m,-3.04000,-0.48000,36.43000,T,400,5.6,1000
23-06-34.714_RGB_25068_28486.IIQ,719,23:06:34.714754,2073:83194.714754,-126.60993,51.639073,2641.000 m,-3.56000,-0.86000,37.14000,T,400,5.6,1000
23-06-39.714_RGB_25069_28487.IIQ,720,23:06:39.714577,2073:83199.714578,-126.607154,51.641815,2619.880 m,-3.82000,-2.37000,36.56000,T,400,5.6,1000
23-06-44.714_RGB_25070_28488.IIQ,721,23:06:44.714395,2073:83204.714395,-126.604451,51.644626,2600.970 m,-1.72000,0.50000,34.34000,T,400,5.6,1000
23-06-49.714_RGB_25071_28489.IIQ,722,23:06:49.714938,2073:83209.714938,-126.601755,51.647407,2594.910 m,-0.43000,0.83000,36.13000,T,400,5.6,1000
23-06-54.714_RGB_25072_28490.IIQ,723,23:06:54.714036,2073:83214.714037,-126.599038,51.650115,2589.210 m,-1.27000,-0.97000,38.54000,T,400,5.6,1000
23-06-59.714_RGB_25073_28491.IIQ,724,23:06:59.714858,2073:83219.714858,-126.596357,51.652798,2587.460 m,0.21000,-2.30000,37.10000,T,400,5.6,1000
23-07-04.714_RGB_25074_28492.IIQ,725,23:07:04.714678,2073:83224.714679,-126.593926,51.655498,2587.860 m,-0.91000,-11.78000,32.00000,T,400,5.6,1000
23-07-09.714_RGB_25075_28493.IIQ,726,23:07:09.714494,2073:83229.714495,-126.592056,51.658382,2579.230 m,-0.30000,-10.20000,22.80000,T,400,5.6,1000
23-07-14.714_RGB_25076_28494.IIQ,727,23:07:14.714315,2073:83234.714315,-126.59082,51.661452,2576.900 m,-0.41000,-7.95000,15.95000,T,400,5.6,1000
23-07-19.714_RGB_25077_28495.IIQ,728,23:07:19.71463,2073:83239.71463,-126.590012,51.664588,2578.829 m,-0.60000,-6.63000,13.44000,T,400,5.6,1000
23-07-24.714_RGB_25078_28496.IIQ,729,23:07:24.714959,2073:83244.714959,-126.589687,51.667739,2583.239 m,0.36000,-13.34000,5.11000,T,400,5.6,1000
23-07-29.715_RGB_25079_28497.IIQ,730,23:07:29.715198,2073:83249.715199,-126.590317,51.670869,2590.039 m,1.05000,-23.12000,351.70999,T,250,5.6,1000
23-07-34.714_RGB_25080_28498.IIQ,731,23:07:34.7146,2073:83254.714601,-126.592358,51.673792,2594.789 m,-0.54000,-26.03000,332.60999,T,250,5.6,1000
23-07-39.715_RGB_25081_28499.IIQ,732,23:07:39.715425,2073:83259.715425,-126.595842,51.676282,2586.869 m,-1.18000,-21.80000,318.60001,T,400,5.6,1000
23-07-44.714_RGB_25082_28500.IIQ,733,23:07:44.714544,2073:83264.714544,-126.600408,51.678227,2576.690 m,-2.79000,-13.25000,304.22000,T,400,5.6,1000
23-07-49.714_RGB_25083_28501.IIQ,734,23:07:49.714059,2073:83269.714059,-126.605567,51.679756,2561.800 m,-0.66000,-10.63000,299.10001,T,400,5.6,1000
23-07-54.714_RGB_25084_28502.IIQ,735,23:07:54.714107,2073:83274.714107,-126.611065,51.680911,2551.630 m,0.18000,-15.37000,288.45001,T,400,5.6,1000
23-07-59.714_RGB_25085_28503.IIQ,736,23:07:59.714699,2073:83279.714699,-126.616798,51.681438,2556.280 m,1.49000,-7.16000,278.38000,T,400,5.6,1000
23-08-04.714_RGB_25086_28504.IIQ,737,23:08:04.714665,2073:83284.714666,-126.622471,51.681564,2566.090 m,-0.89000,0.20000,273.19000,T,400,5.6,1000
23-08-09.714_RGB_25087_28505.IIQ,738,23:08:09.714452,2073:83289.714452,-126.628103,51.681607,2562.889 m,-0.99000,4.69000,271.98999,T,400,5.6,1000
23-08-14.714_RGB_25088_28506.IIQ,739,23:08:14.714235,2073:83294.714236,-126.633728,51.681706,2563.799 m,-0.23000,0.34000,271.78000,T,400,5.6,1000
23-08-19.714_RGB_25089_28507.IIQ,740,23:08:19.714976,2073:83299.714976,-126.639302,51.681836,2568.179 m,-0.46000,2.16000,276.09000,T,400,5.6,1000
23-08-24.715_RGB_25090_28508.IIQ,741,23:08:24.7158,2073:83304.7158,-126.644834,51.682034,2567.840 m,0.47000,0.88000,276.73999,T,400,5.6,1000
23-08-29.714_RGB_25091_28509.IIQ,742,23:08:29.71463,2073:83309.71463,-126.650341,51.682236,2571.300 m,0.49000,-0.72000,277.19000,T,400,5.6,1000
23-08-34.715_RGB_25092_28510.IIQ,743,23:08:34.715368,2073:83314.715368,-126.655823,51.682421,2576.640 m,0.38000,1.06000,276.92001,T,400,5.6,1000
23-08-39.715_RGB_25093_28511.IIQ,744,23:08:39.715259,2073:83319.715259,-126.661275,51.682643,2579.850 m,-0.42000,-1.76000,277.82001,T,400,5.6,1000
23-08-44.715_RGB_25094_28512.IIQ,745,23:08:44.715077,2073:83324.715077,-126.666746,51.682821,2582.250 m,-0.12000,-0.60000,277.92999,T,400,5.6,1000
23-08-49.715_RGB_25095_28513.IIQ,746,23:08:49.715897,2073:83329.715898,-126.672197,51.682976,2587.889 m,-0.09000,0.31000,273.53000,T,320,5.6,1000
23-08-54.715_RGB_25096_28514.IIQ,747,23:08:54.715494,2073:83334.715494,-126.677624,51.683106,2587.279 m,-0.28000,0.37000,275.82999,T,320,5.6,1000
23-08-59.715_RGB_25097_28515.IIQ,748,23:08:59.715534,2073:83339.715534,-126.683086,51.683233,2578.150 m,-1.90000,-0.22000,275.07999,T,320,5.6,1000
23-09-04.715_RGB_25098_28516.IIQ,749,23:09:04.715351,2073:83344.715352,-126.688638,51.683357,2566.860 m,-0.35000,0.46000,274.95999,T,320,5.6,1000
23-09-09.715_RGB_25099_28517.IIQ,750,23:09:09.715169,2073:83349.715169,-126.694256,51.683496,2559.160 m,-0.89000,1.37000,276.70001,T,400,5.6,1000
23-09-14.715_RGB_25100_28518.IIQ,751,23:09:14.715614,2073:83354.715614,-126.699894,51.683663,2561.150 m,-0.24000,1.14000,277.76999,T,400,5.6,1000
23-09-19.714_RGB_25101_28519.IIQ,752,23:09:19.714812,2073:83359.714812,-126.705526,51.683849,2565.190 m,-0.86000,1.23000,277.25000,T,400,5.6,1000
23-09-24.715_RGB_25102_28520.IIQ,753,23:09:24.715635,2073:83364.715635,-126.711174,51.68403,2568.469 m,-0.95000,0.09000,278.14999,T,400,5.6,1000
23-09-29.715_RGB_25103_28521.IIQ,754,23:09:29.715452,2073:83369.715453,-126.716855,51.684183,2569.579 m,-0.46000,-1.95000,275.54001,T,400,5.6,1000
23-09-34.715_RGB_25104_28522.IIQ,755,23:09:34.715272,2073:83374.715272,-126.722581,51.684285,2569.590 m,-0.77000,1.20000,274.17999,T,400,5.6,1000
23-09-39.715_RGB_25105_28523.IIQ,756,23:09:39.715091,2073:83379.715091,-126.728311,51.684392,2569.470 m,-0.41000,0.98000,273.60001,T,400,5.6,1000
23-09-44.715_RGB_25106_28524.IIQ,757,23:09:44.715314,2073:83384.715314,-126.733994,51.684526,2571.890 m,-0.07000,0.89000,274.70001,T,400,5.6,1000
23-09-49.715_RGB_25107_28525.IIQ,758,23:09:49.715731,2073:83389.715731,-126.739626,51.684673,2571.470 m,-0.31000,0.32000,274.73999,T,400,5.6,1000
23-09-54.714_RGB_25108_28526.IIQ,759,23:09:54.714875,2073:83394.714876,-126.745228,51.684819,2568.160 m,-0.79000,0.17000,275.57999,T,400,5.6,1000
23-09-59.715_RGB_25109_28527.IIQ,760,23:09:59.715366,2073:83399.715366,-126.750838,51.684951,2560.300 m,-0.81000,0.72000,275.10001,T,400,5.6,1000
23-10-04.714_RGB_25110_28528.IIQ,761,23:10:04.714437,2073:83404.714438,-126.756463,51.68509,2554.699 m,-0.04000,0.98000,275.45001,T,400,5.6,1000
23-10-09.715_RGB_25111_28529.IIQ,762,23:10:09.715221,2073:83409.715221,-126.762065,51.685259,2552.030 m,0.12000,-0.86000,276.48999,T,400,5.6,1000
23-10-14.714_RGB_25112_28530.IIQ,763,23:10:14.714999,2073:83414.715,-126.767651,51.685411,2547.089 m,0.09000,-0.24000,276.39001,T,400,5.6,1000
23-10-19.715_RGB_25113_28531.IIQ,764,23:10:19.715781,2073:83419.715781,-126.77325,51.685537,2541.539 m,-0.48000,5.14000,276.73001,T,400,5.6,1000
23-10-24.715_RGB_25114_28532.IIQ,765,23:10:24.715565,2073:83424.715565,-126.778883,51.685755,2532.469 m,-0.57000,-0.79000,279.70001,T,400,5.6,1000
23-10-29.716_RGB_25115_28533.IIQ,766,23:10:29.716281,2073:83429.716281,-126.784579,51.685979,2528.909 m,-0.19000,-0.96000,278.12000,T,400,5.6,1000
23-10-34.715_RGB_25116_28534.IIQ,767,23:10:34.715142,2073:83434.715143,-126.790318,51.686163,2527.309 m,-0.49000,-0.46000,276.70999,T,400,5.6,1000
23-10-39.715_RGB_25117_28535.IIQ,768,23:10:39.71592,2073:83439.71592,-126.796105,51.68632,2527.610 m,0.60000,0.50000,276.06000,T,400,5.6,1000
23-10-44.715_RGB_25118_28536.IIQ,769,23:10:44.715693,2073:83444.715693,-126.801881,51.686447,2535.939 m,1.20000,-0.52000,274.26999,T,400,5.6,1000
23-10-49.715_RGB_25119_28537.IIQ,770,23:10:49.715561,2073:83449.715561,-126.807563,51.686518,2550.549 m,2.47000,0.78000,273.97000,T,400,5.6,1000
23-10-54.716_RGB_25120_28538.IIQ,771,23:10:54.716258,2073:83454.716258,-126.813123,51.686587,2560.429 m,1.97000,0.52000,274.42999,T,400,5.6,1000
23-10-59.716_RGB_25121_28539.IIQ,772,23:10:59.716195,2073:83459.716196,-126.81861,51.68665,2561.829 m,1.10000,1.45000,273.37000,T,400,5.6,1000
23-11-04.716_RGB_25122_28540.IIQ,773,23:11:04.716016,2073:83464.716016,-126.824086,51.686736,2553.099 m,-0.35000,2.16000,276.64999,T,400,5.6,1000
23-11-09.715_RGB_25123_28541.IIQ,774,23:11:09.715834,2073:83469.715834,-126.829595,51.68687,2539.289 m,0.79000,0.65000,276.50000,T,400,5.6,1000
23-11-14.715_RGB_25124_28542.IIQ,775,23:11:14.715379,2073:83474.715379,-126.835118,51.687008,2532.489 m,1.83000,-0.25000,277.66000,T,400,5.6,1000
23-11-19.715_RGB_25125_28543.IIQ,776,23:11:19.715467,2073:83479.715467,-126.840627,51.687118,2528.960 m,1.74000,-0.97000,277.98001,T,400,5.6,1000
23-11-24.715_RGB_25126_28544.IIQ,777,23:11:24.715939,2073:83484.715939,-126.846121,51.687204,2526.369 m,1.29000,2.33000,277.75000,T,400,5.6,1000
23-11-29.716_RGB_25127_28545.IIQ,778,23:11:29.716104,2073:83489.716104,-126.851613,51.68733,2523.909 m,1.60000,2.31000,279.04001,T,400,5.6,1000
23-11-34.715_RGB_25128_28546.IIQ,779,23:11:34.715505,2073:83494.715505,-126.857098,51.687519,2523.879 m,1.24000,1.94000,279.56000,T,400,5.6,1000
23-11-39.715_RGB_25129_28547.IIQ,780,23:11:39.715746,2073:83499.715746,-126.862581,51.687765,2527.929 m,1.38000,0.48000,279.78000,T,400,5.6,1000
23-11-44.715_RGB_25130_28548.IIQ,781,23:11:44.715565,2073:83504.715565,-126.86804,51.688031,2538.739 m,2.42000,0.90000,278.92999,T,400,5.6,1000
23-11-49.716_RGB_25131_28549.IIQ,782,23:11:49.716385,2073:83509.716385,-126.873437,51.688278,2553.550 m,2.92000,-0.16000,277.01999,T,400,5.6,1000
23-11-54.715_RGB_25132_28550.IIQ,783,23:11:54.7152,2073:83514.7152,-126.878771,51.688435,2566.590 m,1.87000,-0.89000,275.37000,T,400,5.6,1000
23-11-59.716_RGB_25133_28551.IIQ,784,23:11:59.716021,2073:83519.716021,-126.884079,51.688528,2575.369 m,1.13000,0.05000,274.97000,T,400,5.6,1000
23-12-04.716_RGB_25134_28552.IIQ,785,23:12:04.716197,2073:83524.716198,-126.889373,51.688612,2580.309 m,1.41000,-0.38000,275.34000,T,400,5.6,1000
23-12-09.715_RGB_25135_28553.IIQ,786,23:12:09.715656,2073:83529.715656,-126.894667,51.688679,2582.319 m,1.41000,1.45000,274.12000,T,400,5.6,1000
23-12-14.715_RGB_25136_28554.IIQ,787,23:12:14.71576,2073:83534.715761,-126.899981,51.688773,2580.460 m,1.26000,1.23000,275.54999,T,400,5.6,1000
23-12-19.715_RGB_25137_28555.IIQ,788,23:12:19.715295,2073:83539.715295,-126.905321,51.688903,2579.930 m,1.27000,-0.24000,276.01999,T,400,5.6,1000
23-12-24.715_RGB_25138_28556.IIQ,789,23:12:24.71532,2073:83544.71532,-126.910685,51.689031,2578.730 m,1.08000,1.28000,275.44000,T,400,5.6,1000
23-12-29.716_RGB_25139_28557.IIQ,790,23:12:29.716927,2073:83549.716927,-126.916089,51.689172,2573.549 m,0.17000,1.67000,275.82999,T,400,5.6,1000
23-12-34.715_RGB_25140_28558.IIQ,791,23:12:34.715878,2073:83554.715879,-126.92156,51.689343,2566.150 m,0.40000,-0.70000,276.17999,T,400,5.6,1000
23-12-39.715_RGB_25141_28559.IIQ,792,23:12:39.715567,2073:83559.715567,-126.927106,51.689468,2562.230 m,0.51000,-0.40000,274.88000,T,400,5.6,1000
23-12-44.715_RGB_25142_28560.IIQ,793,23:12:44.715452,2073:83564.715453,-126.932703,51.689553,2561.539 m,0.72000,-0.32000,274.82999,T,400,5.6,1000
23-12-49.716_RGB_25143_28561.IIQ,794,23:12:49.716211,2073:83569.716211,-126.938333,51.689609,2562.409 m,0.81000,-0.76000,275.44000,T,400,5.6,1000
23-12-54.716_RGB_25144_28562.IIQ,795,23:12:54.716048,2073:83574.716048,-126.943982,51.689611,2563.779 m,0.67000,0.98000,274.07999,T,400,5.6,1000
23-12-59.715_RGB_25145_28563.IIQ,796,23:12:59.715851,2073:83579.715852,-126.949631,51.689626,2565.440 m,0.69000,2.05000,275.26999,T,400,5.6,1000
23-13-04.715_RGB_25146_28564.IIQ,797,23:13:04.715668,2073:83584.715668,-126.955264,51.689696,2565.730 m,0.64000,0.82000,274.76999,T,400,5.6,1000
23-13-09.716_RGB_25147_28565.IIQ,798,23:13:09.716482,2073:83589.716482,-126.960876,51.689806,2564.480 m,0.80000,1.37000,277.14999,T,400,5.6,1000
23-13-14.716_RGB_25148_28566.IIQ,799,23:13:14.7163,2073:83594.7163,-126.966454,51.689961,2562.469 m,1.11000,-0.94000,277.23999,T,400,5.6,1000
23-13-19.716_RGB_25149_28567.IIQ,800,23:13:19.716119,2073:83599.71612,-126.972012,51.690079,2559.940 m,1.36000,0.70000,279.29999,T,400,5.6,1000
23-13-24.715_RGB_25150_28568.IIQ,801,23:13:24.715937,2073:83604.715937,-126.977548,51.690183,2561.570 m,1.38000,2.94000,278.73999,T,400,5.6,1000
23-13-29.716_RGB_25151_28569.IIQ,802,23:13:29.716753,2073:83609.716753,-126.983062,51.690336,2563.170 m,1.48000,1.55000,280.34000,T,400,5.6,1000
23-13-34.716_RGB_25152_28570.IIQ,803,23:13:34.716258,2073:83614.716258,-126.988556,51.690533,2569.230 m,1.13000,1.07000,281.29001,T,400,5.6,1000
23-13-39.716_RGB_25153_28571.IIQ,804,23:13:39.71639,2073:83619.71639,-126.994064,51.690746,2573.049 m,0.83000,-0.02000,281.06000,T,400,5.6,1000
23-13-44.715_RGB_25154_28572.IIQ,805,23:13:44.715815,2073:83624.715815,-126.999604,51.690959,2578.800 m,0.59000,1.07000,280.54001,T,400,5.6,1000
23-13-49.716_RGB_25155_28573.IIQ,806,23:13:49.716027,2073:83629.716027,-127.005179,51.691181,2584.440 m,0.37000,0.29000,280.45999,T,400,5.6,1000
23-13-54.716_RGB_25156_28574.IIQ,807,23:13:54.716381,2073:83634.716382,-127.010807,51.691404,2584.769 m,-0.94000,0.71000,280.48001,T,400,5.6,1000
23-13-59.716_RGB_25157_28575.IIQ,808,23:13:59.716664,2073:83639.716664,-127.016515,51.691632,2582.390 m,-0.95000,1.46000,278.79999,T,400,5.6,1000
23-14-04.716_RGB_25158_28576.IIQ,809,23:14:04.716946,2073:83644.716946,-127.022277,51.691882,2578.330 m,-0.99000,-0.36000,278.50000,T,400,5.6,1000
23-14-09.716_RGB_25159_28577.IIQ,810,23:14:09.7163,2073:83649.716301,-127.028096,51.692094,2573.469 m,-0.86000,-0.65000,277.51999,T,400,5.6,1000
23-14-14.716_RGB_25160_28578.IIQ,811,23:14:14.716507,2073:83654.716508,-127.033951,51.692268,2567.150 m,-0.19000,0.05000,276.70999,T,400,5.6,1000
23-14-19.715_RGB_25161_28579.IIQ,812,23:14:19.715935,2073:83659.715935,-127.039807,51.692438,2561.720 m,-0.12000,-0.14000,277.92001,T,400,5.6,1000
